epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.42409002780914307,1.241273045539856,0.44613853096961975,1.2053052186965942
1,0.4508879482746124,1.2040469646453857,0.4572582542896271,1.191934585571289
2,0.4568938910961151,1.194124460220337,0.4603230655193329,1.185572862625122
3,0.46116799116134644,1.1882283687591553,0.4626688063144684,1.1810064315795898
4,0.46392056345939636,1.1833734512329102,0.4634653329849243,1.1776885986328125
5,0.46696361899375916,1.1789917945861816,0.46679580211639404,1.1731072664260864
6,0.46863171458244324,1.175526738166809,0.46864351630210876,1.1701056957244873
7,0.47063472867012024,1.171943187713623,0.4699048399925232,1.1671319007873535
8,0.4725711941719055,1.1681642532348633,0.4727925956249237,1.1626386642456055
9,0.4748423099517822,1.1645411252975464,0.47501662373542786,1.1598623991012573
10,0.47530150413513184,1.1618413925170898,0.47528210282325745,1.1567381620407104
11,0.4770638048648834,1.1588411331176758,0.47856828570365906,1.15298593044281
12,0.47901394963264465,1.155102252960205,0.4809691905975342,1.1495856046676636
13,0.4806573688983917,1.1520400047302246,0.4813011586666107,1.1467981338500977
14,0.4830753207206726,1.1490375995635986,0.48252934217453003,1.1438995599746704
15,0.48371145129203796,1.1463711261749268,0.48639073967933655,1.1405863761901855
16,0.48611539602279663,1.143290638923645,0.4877517521381378,1.1365854740142822
17,0.4881903827190399,1.1402868032455444,0.48919013142585754,1.1339924335479736
18,0.48964807391166687,1.138243317604065,0.4911706745624542,1.1310946941375732
19,0.4917117953300476,1.1342682838439941,0.49287453293800354,1.1272073984146118
20,0.49273261427879333,1.1315618753433228,0.4972892105579376,1.1234233379364014
21,0.49481019377708435,1.127930998802185,0.4987940490245819,1.1206533908843994
22,0.4971839487552643,1.124961495399475,0.5005199313163757,1.1164060831069946
23,0.49905940890312195,1.1216994524002075,0.5022461414337158,1.1133003234863281
24,0.49966245889663696,1.1193302869796753,0.5051781535148621,1.110093355178833
25,0.5017399787902832,1.1165789365768433,0.5063509345054626,1.1063144207000732
26,0.5028908252716064,1.1133959293365479,0.5079885125160217,1.1033015251159668
27,0.503930926322937,1.1105170249938965,0.510245680809021,1.1002665758132935
28,0.5064290761947632,1.106698989868164,0.5123146772384644,1.09700345993042
29,0.5073557496070862,1.1035610437393188,0.5130559802055359,1.0925486087799072
30,0.50892174243927,1.1019721031188965,0.5164638161659241,1.0898905992507935
31,0.5107558369636536,1.0989768505096436,0.5179021954536438,1.0865532159805298
32,0.5136134028434753,1.095271348953247,0.5207678079605103,1.0829212665557861
33,0.5140753984451294,1.0924503803253174,0.5219517350196838,1.0796961784362793
34,0.5159842371940613,1.0895980596542358,0.521465003490448,1.0775443315505981
